,Nombres,Categoría,Record
1245,BRISTOL MARUNDE,Welterweight,12-9-0 (W-L-D)
1246,JORGE MASVIDAL,Welterweight,35-16-0 (W-L-D)
1247,JAKE MATTHEWS,Welterweight,17-5-0 (W-L-D)
1248,KRIS MCCRAY,Welterweight,6-3-0 (W-L-D)
1249,COURT MCGEE,Welterweight,22-10-0 (W-L-D)
1250,RYAN MCGILIVRAY,Welterweight,11-5-1 (W-L-D)
1251,RHYS MCKEE,Welterweight,10-4-0 (W-L-D)
1252,TIM MEANS,Welterweight,32-12-1 (W-L-D)
1253,EMIL MEEK,Welterweight,9-5-1 (W-L-D)
1254,JORDAN MEIN,Welterweight,30-12-0 (W-L-D)
1255,BRIAN MELANCON,Welterweight,7-3-0 (W-L-D)
1256,DAVE MENNE,Welterweight,35-6-1 (W-L-D)
1257,JOE MERRITT,Welterweight,7-1-0 (W-L-D)
1258,JONATHAN MEUNIER,Welterweight,8-1-0 (W-L-D)
1259,BILLY MILES,Welterweight,2-2-0 (W-L-D)
1260,CURTIS MILLENDER,Welterweight,17-5-0 (W-L-D)
1261,JASON MILLER,Welterweight,24-10-0 (W-L-D)
1262,CHE MILLS,Welterweight,15-6-0 (W-L-D)
1263,ALBERTO MINA,Welterweight,13-1-0 (W-L-D)
1264,CARLTON MINUS,Welterweight,10-3-0 (W-L-D)
1265,KAZUO MISAKI,Welterweight,0-0-0 (W-L-D)
1266,DANNY MITCHELL,Welterweight,14-6-1 (W-L-D)
1267,ROMAN MITICHYAN,Welterweight,9-2-0 (W-L-D)
1268,ERICK MONTANO,Welterweight,8-5-0 (W-L-D)
1269,AUGUSTO MONTANO,Welterweight,15-3-0 (W-L-D)
1270,JAMES MOONTASRI,Welterweight,9-5-0 (W-L-D)
1271,SERGIO MORAES,Welterweight,14-7-1 (W-L-D)
1272,MICHAEL MORALES,Welterweight,13-0-0 (W-L-D)
1273,SAMMY MORGAN,Welterweight,18-7-0 (W-L-D)
1274,ALEX MORONO,Welterweight,21-7-0 (W-L-D)
1275,BELAL MUHAMMAD,Welterweight,21-3-0 (W-L-D)
1276,NICO MUSOKE,Welterweight,13-5-0 (W-L-D)
1277,KEITA NAKAMURA,Welterweight,34-10-2 (W-L-D)
1278,JUTARO NAKAO,Welterweight,11-8-2 (W-L-D)
1279,BOBBY NASH,Welterweight,8-4-0 (W-L-D)
1280,ISMAIL NAURDIEV,Welterweight,19-4-0 (W-L-D)
1281,GEOFF NEAL,Welterweight,14-4-0 (W-L-D)
1282,JOSH NEER,Welterweight,33-13-1 (W-L-D)
1283,GUNNAR NELSON,Welterweight,18-5-1 (W-L-D)
1284,CARLOS NEWTON,Welterweight,13-8-0 (W-L-D)
1285,MATS NILSSON,Welterweight,11-4-1 (W-L-D)
1286,DERRICK NOBLE,Welterweight,15-7-1 (W-L-D)
1287,KYLE NOKE,Welterweight,22-10-1 (W-L-D)
1288,SAGE NORTHCUTT,Welterweight,11-2-0 (W-L-D)
1289,ABUBAKAR NURMAGOMEDOV,Welterweight,16-3-1 (W-L-D)
1290,CHUCK O'NEIL,Welterweight,8-5-0 (W-L-D)
1291,BRENDAN O'REILLY,Welterweight,6-3-0 (W-L-D)
1292,KOJI OISHI,Welterweight,11-4-4 (W-L-D)
1293,YUSHIN OKAMI,Welterweight,34-13-0 (W-L-D)
1294,WENDELL OLIVEIRA,Welterweight,24-9-0 (W-L-D)
1295,ALEX OLIVEIRA,Welterweight,22-12-1 (W-L-D)
1296,NICK OSIPCZAK,Welterweight,5-4-0 (W-L-D)
1297,ZAK OTTOW,Welterweight,17-7-0 (W-L-D)
1298,SIDNEY OUTLAW,Welterweight,9-4-0 (W-L-D)
1299,SASHA PALATNIKOV,Welterweight,6-4-0 (W-L-D)
1300,ROUSIMAR PALHARES,Welterweight,24-5-0 (W-L-D)
1301,KARO PARISYAN,Welterweight,26-6-0 (W-L-D)
1302,JONNY PARSONS,Welterweight,8-2-0 (W-L-D)
1303,PRESTON PARSONS,Welterweight,9-3-0 (W-L-D)
1304,CLAUDE PATRICK,Welterweight,14-2-0 (W-L-D)
1305,JULIO PAULINO,Welterweight,18-4-0 (W-L-D)
1306,PAWEL PAWLAK,Welterweight,11-2-0 (W-L-D)
1307,CARLO PEDERSOLI,Welterweight,11-3-0 (W-L-D)
1308,CATHAL PENDRED,Welterweight,17-5-1 (W-L-D)
1309,MICHEL PEREIRA,Welterweight,27-11-0 (W-L-D)
1310,THIAGO PERPÉTUO,Welterweight,9-4-1 (W-L-D)
1311,HERNANI PERPETUO,Welterweight,17-5-0 (W-L-D)
1312,MIKE PERRY,Welterweight,14-8-0 (W-L-D)
1313,ANTHONY PETTIS,Welterweight,24-10-0 (W-L-D)
1314,FORREST PETZ,Welterweight,24-9-0 (W-L-D)
1315,MIKE PIERCE,Welterweight,17-7-0 (W-L-D)
1316,JOAO PIERINI,Welterweight,0-0-0 (W-L-D)
1317,SEAN PIERSON,Welterweight,14-6-0 (W-L-D)
1318,ROSS POINTON,Welterweight,4-9-0 (W-L-D)
1319,SANTIAGO PONZINIBBIO,Welterweight,29-5-0 (W-L-D)
1320,CALLAN POTTER,Welterweight,18-9-0 (W-L-D)
1321,MICHEL PRAZERES,Welterweight,26-4-0 (W-L-D)
1322,KYLE PREPOLEC,Welterweight,12-7-0 (W-L-D)
1323,DORIAN PRICE,Welterweight,8-3-0 (W-L-D)
1324,NIKO PRICE,Welterweight,15-6-0 (W-L-D)
1325,JOE PROCTOR,Welterweight,11-5-0 (W-L-D)
1326,CM PUNK,Welterweight,0-1-0 (W-L-D)
1327,MIKE PYLE,Welterweight,27-14-1 (W-L-D)
1328,JOSH QUINLAN,Welterweight,1-0-0 (W-L-D)
1329,JOSH RAFERTY,Welterweight,0-0-0 (W-L-D)
1330,RICKY RAINEY,Welterweight,13-6-0 (W-L-D)
1331,SHAVKAT RAKHMONOV,Welterweight,15-0-0 (W-L-D)
1332,LUIS RAMOS,Welterweight,19-8-0 (W-L-D)
1333,VERNON RAMOS,Welterweight,3-1-0 (W-L-D)
1334,JOHNNY REES,Welterweight,10-2-0 (W-L-D)
1335,CHAD REINER,Welterweight,13-2-0 (W-L-D)
1336,CHANCE RENCOUNTRE,Welterweight,14-4-0 (W-L-D)
1337,SOLOMON RENFRO,Welterweight,0-1-0 (W-L-D)
1338,ALEX REYES,Welterweight,13-3-0 (W-L-D)
1339,VICTOR REYNA,Welterweight,11-5-0 (W-L-D)
1340,MIKE RHODES,Welterweight,6-4-0 (W-L-D)
1341,MATTHEW RIDDLE,Welterweight,7-3-0 (W-L-D)
1342,DANIEL ROBERTS,Welterweight,12-4-0 (W-L-D)
1343,DANNY ROBERTS,Welterweight,18-5-0 (W-L-D)
1344,KENNY ROBERTSON,Welterweight,15-5-0 (W-L-D)
1345,CARLOS EDUARDO ROCHA,Welterweight,9-2-0 (W-L-D)
1346,MANUEL RODRIGUEZ,Welterweight,10-4-0 (W-L-D)
1347,DANIEL RODRIGUEZ,Welterweight,16-2-0 (W-L-D)
1348,PETE RODRIGUEZ,Welterweight,4-1-0 (W-L-D)
1349,JARED ROLLINS,Welterweight,9-4-0 (W-L-D)
1350,PHIL ROWE,Welterweight,9-3-0 (W-L-D)
1351,AMIR SADOLLAH,Welterweight,7-5-0 (W-L-D)
1352,TAREC SAFFIEDINE,Welterweight,16-7-0 (W-L-D)
1353,WANG SAI,Welterweight,8-5-1 (W-L-D)
1354,BENOIT SAINT DENIS,Welterweight,8-1-0 (W-L-D)
1355,HAYATO SAKURAI,Welterweight,16-3-2 (W-L-D)
1356,MUSLIM SALIKHOV,Welterweight,18-2-0 (W-L-D)
1357,DIEGO SANCHEZ,Welterweight,32-13-0 (W-L-D)
1358,JESSE SANDERS,Welterweight,21-5-0 (W-L-D)
1359,MARTIN SANO,Welterweight,4-3-1 (W-L-D)
1360,JORGE SANTIAGO,Welterweight,23-11-0 (W-L-D)
1361,TAKENORI SATO,Welterweight,17-10-7 (W-L-D)
1362,TAKASHI SATO,Welterweight,16-5-0 (W-L-D)
1363,BEN SAUNDERS,Welterweight,22-13-2 (W-L-D)
1364,MARK SCANLON,Welterweight,7-1-0 (W-L-D)
1365,BRADLEY SCOTT,Welterweight,12-6-0 (W-L-D)
1366,STEFAN SEKULIC,Welterweight,12-4-0 (W-L-D)
1367,PETE SELL,Welterweight,8-6-0 (W-L-D)
1368,MATTHEW SEMELSBERGER,Welterweight,10-3-0 (W-L-D)
1369,ALEX SERDYUKOV,Welterweight,12-5-0 (W-L-D)
1370,NICK SERRA,Welterweight,0-0-0 (W-L-D)
1371,MATT SERRA,Welterweight,17-7-0 (W-L-D)
1372,ADRIAN SERRANO,Welterweight,0-0-0 (W-L-D)
1373,LEON SHAHBAZYAN,Welterweight,7-1-0 (W-L-D)
1374,JAKE SHIELDS,Welterweight,29-7-1 (W-L-D)
1375,WAGNER SILVA,Welterweight,3-3-0 (W-L-D)
1376,ERICK SILVA,Welterweight,19-9-0 (W-L-D)
1377,CLAUDIO SILVA,Welterweight,14-3-0 (W-L-D)
1378,AARON SIMPSON,Welterweight,11-4-0 (W-L-D)
1379,SHIMON SMOTRITSKY,Welterweight,0-1-0 (W-L-D)
1380,DEVIN SMYTH,Welterweight,0-0-0 (W-L-D)
1381,PETER SOBOTTA,Welterweight,17-6-1 (W-L-D)
1382,GREG SOTO,Welterweight,8-2-0 (W-L-D)
1383,CHRIS SPANG,Welterweight,5-2-0 (W-L-D)
1384,TOMMY SPEER,Welterweight,9-3-0 (W-L-D)
1385,SEAN SPENCER,Welterweight,12-6-0 (W-L-D)
1386,PETE SPRATT,Welterweight,16-8-0 (W-L-D)
1387,ANDREAS STAHL,Welterweight,9-2-0 (W-L-D)
1388,DOMINIQUE STEELE,Welterweight,14-9-0 (W-L-D)
1389,KYLE STEWART,Welterweight,8-2-0 (W-L-D)
1390,DAN STITTGEN,Welterweight,7-3-0 (W-L-D)
1391,NIKLAS STOLZE,Welterweight,0-2-0 (W-L-D)
1392,RICK STORY,Welterweight,19-9-0 (W-L-D)
1393,DAVE STRASSER,Welterweight,22-4-4 (W-L-D)
1394,MIKE STUMPF,Welterweight,11-4-0 (W-L-D)
1395,GEORGE SULLIVAN,Welterweight,17-7-0 (W-L-D)
1396,MIKE SWICK,Welterweight,15-6-0 (W-L-D)
1397,DAIJU TAKASE,Welterweight,0-0-0 (W-L-D)
1398,NORDINE TALEB,Welterweight,15-7-0 (W-L-D)
1399,JASON TAN,Welterweight,6-3-0 (W-L-D)
1400,BRANDON THATCH,Welterweight,11-5-0 (W-L-D)
1401,PAULO THIAGO,Welterweight,15-8-0 (W-L-D)
1402,RYAN THOMAS,Welterweight,13-3-0 (W-L-D)
1403,NICK THOMPSON,Welterweight,23-9-0 (W-L-D)
1404,STEPHEN THOMPSON,Welterweight,16-6-1 (W-L-D)
1405,SIMEON THORESEN,Welterweight,17-4-1 (W-L-D)
1406,ANTHONY TORRES,Welterweight,5-1-0 (W-L-D)
1407,SALIM TOUAHRI,Welterweight,10-4-0 (W-L-D)
1408,ANGELO TREVINO,Welterweight,7-2-0 (W-L-D)
1409,FRANK TRIGG,Welterweight,19-8-0 (W-L-D)
1410,FRANCISCO TRINALDO,Welterweight,27-8-0 (W-L-D)
1411,ALBERT TUMENOV,Welterweight,17-4-0 (W-L-D)
1412,GASAN UMALATOV,Welterweight,15-5-1 (W-L-D)
1413,LOGAN URBAN,Welterweight,0-1-0 (W-L-D)
1414,HECTOR URBINA,Welterweight,25-10-0 (W-L-D)
1415,KAMARU USMAN,Welterweight,20-1-0 (W-L-D)
1416,AUSTIN VANDERFORD,Welterweight,4-0-0 (W-L-D)
1417,BOJAN VELICKOVIC,Welterweight,15-6-1 (W-L-D)
1418,NIKOLAY VERETENNIKOV,Welterweight,0-1-0 (W-L-D)
1419,RENATO VERISSIMO,Welterweight,5-2-0 (W-L-D)
1420,JAMES VICK,Welterweight,13-5-0 (W-L-D)
1421,YURI VILLEFORT,Welterweight,6-3-0 (W-L-D)
1422,DANILLO VILLEFORT,Welterweight,0-0-0 (W-L-D)
1423,BOBBY VOELKER,Welterweight,24-12-0 (W-L-D)
1424,JASON VON FLUE,Welterweight,13-6-1 (W-L-D)
1425,JIMMY WALLHEAD,Welterweight,29-11-0 (W-L-D)
1426,RICH WALSH,Welterweight,9-6-0 (W-L-D)
1427,CHARLIE WARD,Welterweight,3-3-0 (W-L-D)
1428,DOMINIC WATERS,Welterweight,9-5-0 (W-L-D)
1429,JONAVIN WEBB,Welterweight,8-2-0 (W-L-D)
1430,DARIAN WEEKS,Welterweight,0-2-0 (W-L-D)
1431,JEREMIAH WELLS,Welterweight,10-2-0 (W-L-D)
1432,SHELDON WESTCOTT,Welterweight,10-3-1 (W-L-D)
1433,CRAIG WHITE,Welterweight,14-9-0 (W-L-D)
1434,JAMES WILKS,Welterweight,8-4-0 (W-L-D)
1435,JORDAN WILLIAMS,Welterweight,9-6-0 (W-L-D)
1436,KHAOS WILLIAMS,Welterweight,13-2-0 (W-L-D)
1437,COLE WILLIAMS,Welterweight,11-3-0 (W-L-D)
1438,CHRIS WILSON,Welterweight,13-6-0 (W-L-D)
1439,KEITH WISNIEWSKI,Welterweight,28-14-1 (W-L-D)
1440,JASON WITT,Welterweight,19-8-0 (W-L-D)
1441,BRANDON WOLFF,Welterweight,7-4-0 (W-L-D)
1442,TYRON WOODLEY,Welterweight,19-7-1 (W-L-D)
1443,KENICHI YAMAMOTO,Welterweight,0-0-0 (W-L-D)
1444,BESAM YOUSEF,Welterweight,6-2-0 (W-L-D)
1445,ANTON ZAFIR,Welterweight,7-3-0 (W-L-D)
1446,ROGER ZAPATA,Welterweight,4-3-0 (W-L-D)
1447,DAVID ZAWADA,Welterweight,17-7-0 (W-L-D)
1448,PAPY ABEDI,Middleweight,9-3-0 (W-L-D)
1449,RICARDO ABREU,Middleweight,5-1-0 (W-L-D)
1450,ANTHONY ADAMS,Middleweight,8-2-0 (W-L-D)
1451,ISRAEL ADESANYA,Middleweight,22-1-0 (W-L-D)
1452,FABIO AGU,Middleweight,0-0-0 (W-L-D)
1453,OMARI AKHMEDOV,Middleweight,21-6-1 (W-L-D)
1454,ILDEMAR ALCANTARA,Middleweight,21-8-0 (W-L-D)
1455,MARCIO ALEXANDRE,Middleweight,13-3-0 (W-L-D)
1456,ROYCE ALGER,Middleweight,0-0-0 (W-L-D)
1457,ABDUL RAZAK ALHASSAN,Middleweight,11-5-0 (W-L-D)
1458,BRENDAN ALLEN,Middleweight,18-5-0 (W-L-D)
1459,ALEN AMEDOVSKI,Middleweight,8-2-0 (W-L-D)
1460,ERYK ANDERS,Middleweight,14-5-0 (W-L-D)
1461,LOWELL ANDERSON,Middleweight,0-0-0 (W-L-D)
1462,ALEX ANDRADE,Middleweight,0-0-0 (W-L-D)
1463,JERMAINE ANDRE,Middleweight,0-0-0 (W-L-D)
1464,DYLAN ANDREWS,Middleweight,18-7-0 (W-L-D)
1465,YOJI ANJO,Middleweight,0-0-0 (W-L-D)
1466,HASHEM ARKHAGHA,Middleweight,0-1-0 (W-L-D)
1467,ANTONIO ARROYO,Middleweight,9-5-0 (W-L-D)
1468,TEDDY ASH,Middleweight,0-0-0 (W-L-D)
1469,SCOTT ASKHAM,Middleweight,14-4-0 (W-L-D)
1470,BRUNO ASSIS,Middleweight,0-0-0 (W-L-D)
1471,LEONARDO AUGUSTO LELECO,Middleweight,11-3-0 (W-L-D)
1472,ABU AZAITAR,Middleweight,14-3-1 (W-L-D)
1473,OLUWALE BAMGBOSE,Middleweight,6-4-0 (W-L-D)
1474,LUKE BARNATT,Middleweight,8-3-0 (W-L-D)
1475,SHONTE BARNES,Middleweight,0-1-0 (W-L-D)
1476,PHIL BARONI,Middleweight,13-13-0 (W-L-D)
1477,MARC-ANDRE BARRIAULT,Middleweight,13-5-0 (W-L-D)
1478,BRYAN BATTLE,Middleweight,8-1-0 (W-L-D)
1479,ALAN BELCHER,Middleweight,17-7-0 (W-L-D)
1480,VITOR BELFORT,Middleweight,26-14-0 (W-L-D)
1481,KEITH BERISH,Middleweight,5-1-0 (W-L-D)
1482,KHADZHIMURAT BESTAEV,Middleweight,0-1-0 (W-L-D)
1483,KB BHULLAR,Middleweight,8-2-0 (W-L-D)
1484,MICHAEL BISPING,Middleweight,31-9-0 (W-L-D)
1485,CAIO BITTENCOURT,Middleweight,0-1-0 (W-L-D)
1486,AMAURY BITTETI,Middleweight,0-0-0 (W-L-D)
1487,JAMES BOCHNOVIC,Middleweight,8-3-0 (W-L-D)
1488,TIM BOETSCH,Middleweight,21-13-0 (W-L-D)
1489,JERRY BOHLANDER,Middleweight,0-0-0 (W-L-D)
1490,JESSE BONGFELDT,Middleweight,15-5-1 (W-L-D)
1491,CAIO BORRALHO,Middleweight,11-1-0 (W-L-D)
1492,KYRON BOWEN,Middleweight,0-1-0 (W-L-D)
1493,EBENEZER BRAGA,Middleweight,0-0-0 (W-L-D)
1494,DAVID BRANCH,Middleweight,22-6-0 (W-L-D)
1495,TOM BREESE,Middleweight,12-3-0 (W-L-D)
1496,ANTWAIN BRITT,Middleweight,0-0-0 (W-L-D)
1497,CODY BRUNDAGE,Middleweight,7-2-0 (W-L-D)
1498,DEREK BRUNSON,Middleweight,23-8-0 (W-L-D)
1499,JOSH BRYANT,Middleweight,10-2-0 (W-L-D)
1500,JOAQUIN BUCKLEY,Middleweight,14-4-0 (W-L-D)
1501,BUBBA BUSH,Middleweight,8-3-0 (W-L-D)
1502,MURILO BUSTAMANTE,Middleweight,11-1-1 (W-L-D)
1503,CHARLES BYRD,Middleweight,10-7-0 (W-L-D)
1504,STEVE BYRNES,Middleweight,6-1-0 (W-L-D)
1505,CHRIS CAMOZZI,Middleweight,24-13-0 (W-L-D)
1506,LUIZ CANE,Middleweight,0-0-0 (W-L-D)
1507,JARED CANNONIER,Middleweight,15-5-0 (W-L-D)
1508,STEVE CANTWELL,Middleweight,7-6-0 (W-L-D)
1509,ANTONIO CARLOS JUNIOR,Middleweight,11-5-0 (W-L-D)
1510,FRANCIS CARMONT,Middleweight,22-10-0 (W-L-D)
1511,TIM CARON,Middleweight,9-2-0 (W-L-D)
1512,KEVIN CASEY,Middleweight,9-5-1 (W-L-D)
1513,NICK CATONE,Middleweight,10-4-0 (W-L-D)
1514,MAGNUS CEDENBLAD,Middleweight,14-5-0 (W-L-D)
1515,ADAM CELLA,Middleweight,4-1-0 (W-L-D)
1516,GABRIEL CHECCO,Middleweight,10-2-0 (W-L-D)
1517,MISHA CIRKUNOV,Middleweight,15-8-0 (W-L-D)
1518,LOGAN CLARK,Middleweight,9-0-0 (W-L-D)
1519,ANDREW CRAIG,Middleweight,9-4-0 (W-L-D)
1520,TIM CREDEUR,Middleweight,13-6-0 (W-L-D)
1521,ZAK CUMMINGS,Middleweight,24-7-0 (W-L-D)
1522,CHRIS CURTIS,Middleweight,28-8-0 (W-L-D)
1523,DIEGO HENRIQUE DA SILVA,Middleweight,0-0-0 (W-L-D)
1524,KYLE DAUKAUS,Middleweight,11-2-0 (W-L-D)
1525,JASON DAY,Middleweight,17-7-0 (W-L-D)
1526,LEONARDO DE OLIVEIRA,Middleweight,0-0-0 (W-L-D)
1527,TOM DEBLASS,Middleweight,7-2-0 (W-L-D)
1528,JASON DELUCIA,Middleweight,2-2-0 (W-L-D)
1529,CHRIS DEMPSEY,Middleweight,11-4-0 (W-L-D)
1530,EDWIN DEWEES,Middleweight,34-10-0 (W-L-D)
1531,ALESSIO DI CHIRICO,Middleweight,13-6-0 (W-L-D)
1532,NICK DIAZ,Middleweight,26-11-0 (W-L-D)
1533,OZZY DIAZ,Middleweight,0-0-0 (W-L-D)
1534,AJ DOBSON,Middleweight,6-1-0 (W-L-D)
1535,DAVID DODD,Middleweight,0-0-0 (W-L-D)
1536,JOE DOERKSEN,Middleweight,45-14-0 (W-L-D)
1537,ROMAN DOLIDZE,Middleweight,9-1-0 (W-L-D)
1538,CB DOLLAWAY,Middleweight,18-10-0 (W-L-D)
1539,ANTONIO DOS SANTOS,Middleweight,6-3-0 (W-L-D)
1540,DEREK DOWNEY,Middleweight,10-4-0 (W-L-D)
1541,TOMASZ DRWAL,Middleweight,17-4-0 (W-L-D)
1542,DRICUS DU PLESSIS,Middleweight,16-2-0 (W-L-D)
1543,SEDRIQUES DUMAS,Middleweight,0-0-0 (W-L-D)
1544,ALBERT DURAEV,Middleweight,15-3-0 (W-L-D)
1545,MARVIN EASTMAN,Middleweight,15-8-1 (W-L-D)
1546,ANDY ENZ,Middleweight,8-3-0 (W-L-D)
1547,BARTOSZ FABINSKI,Middleweight,15-5-0 (W-L-D)
1548,MAIQUEL FALCAO,Middleweight,26-3-0 (W-L-D)
1549,CEZAR FERREIRA,Middleweight,14-8-0 (W-L-D)
1550,TEST FIGHTER2,Middleweight,0-0-0 (W-L-D)
1551,JESSE FORBES,Middleweight,13-6-0 (W-L-D)
1552,XAVIER FOUPA-POKAM,Middleweight,20-11-0 (W-L-D)
1553,RICH FRANKLIN,Middleweight,29-7-0 (W-L-D)
1554,JOSH FREMD,Middleweight,9-4-0 (W-L-D)
1555,ARTEM FROLOV,Middleweight,0-0-0 (W-L-D)
1556,ANTHONY FRYKLUND,Middleweight,11-4-0 (W-L-D)
1557,RIKI FUKUDA,Middleweight,19-7-0 (W-L-D)
1558,ARIEL GANDULLA,Middleweight,4-0-1 (W-L-D)
1559,KELVIN GASTELUM,Middleweight,17-8-0 (W-L-D)
1560,DARREL GHOLAR,Middleweight,0-0-0 (W-L-D)
1561,LANCE GIBSON,Middleweight,0-0-0 (W-L-D)
1562,JOE GIGLIOTTI,Middleweight,7-2-0 (W-L-D)
1563,BOB GILSTRAP,Middleweight,0-0-0 (W-L-D)
1564,ALLAN GOES,Middleweight,0-0-0 (W-L-D)
1565,EDDIE GORDON,Middleweight,8-4-0 (W-L-D)
1566,TRESEAN GORE,Middleweight,4-1-0 (W-L-D)
1567,WILSON GOUVEIA,Middleweight,12-7-0 (W-L-D)
1568,ROGER GRACIE,Middleweight,6-2-0 (W-L-D)
1569,ROYCE GRACIE,Middleweight,13-2-2 (W-L-D)
1570,KENDALL GROVE,Middleweight,14-9-0 (W-L-D)
1571,MARCELO GUIMARAES,Middleweight,9-2-1 (W-L-D)
1572,URIAH HALL,Middleweight,18-10-0 (W-L-D)
1573,JARED HAMMAN,Middleweight,13-6-0 (W-L-D)
1574,JAMES HAMMORTREE,Middleweight,5-2-0 (W-L-D)
1575,GERALD HARRIS,Middleweight,16-3-0 (W-L-D)
1576,COLLIN HART,Middleweight,4-2-1 (W-L-D)
1577,PHIL HAWES,Middleweight,11-3-0 (W-L-D)
1578,IAN HEINISCH,Middleweight,14-5-0 (W-L-D)
1579,DELSON HELENO,Middleweight,23-7-0 (W-L-D)
1580,DAN HENDERSON,Middleweight,32-15-0 (W-L-D)
1581,JOHNY HENDRICKS,Middleweight,18-8-0 (W-L-D)
1582,JACK HERMANSSON,Middleweight,22-7-0 (W-L-D)
1583,NOE HERNANDEZ,Middleweight,0-0-0 (W-L-D)
1584,ANTHONY HERNANDEZ,Middleweight,9-2-0 (W-L-D)
1585,KAILAN HILL,Middleweight,0-0-0 (W-L-D)
1586,JOSEPH HOLMES,Middleweight,7-2-0 (W-L-D)
1587,JEREMY HORN,Middleweight,88-19-5 (W-L-D)
1588,MATT HORWICH,Middleweight,24-11-1 (W-L-D)
1589,BRIAN HOUSTON,Middleweight,4-2-0 (W-L-D)
1590,COLLIN HUCKBODY,Middleweight,1-0-0 (W-L-D)
1591,MARK HUGHES,Middleweight,0-0-0 (W-L-D)
1592,ADAM HUNTER,Middleweight,0-0-0 (W-L-D)
1593,SOLOMON HUTCHERSON,Middleweight,10-2-0 (W-L-D)
1594,NASSOURDINE IMAVOV,Middleweight,11-3-0 (W-L-D)
1595,KEVIN JACKSON,Middleweight,0-0-0 (W-L-D)
1596,EUGENE JACKSON,Middleweight,1-5-0 (W-L-D)
1597,RYAN JANES,Middleweight,10-3-0 (W-L-D)
1598,AARON JEFFERY,Middleweight,6-2-0 (W-L-D)
1599,TRENT JENKINS,Middleweight,0-2-0 (W-L-D)
1600,RYAN JENSEN,Middleweight,16-7-0 (W-L-D)
1601,TAYLOR JOHNSON,Middleweight,0-0-0 (W-L-D)
1602,PAUL JONES,Middleweight,0-0-0 (W-L-D)
1603,ANTONIO JONES,Middleweight,7-0-0 (W-L-D)
1604,JUSTIN JONES,Middleweight,9-2-0 (W-L-D)
1605,KRZYSZTOF JOTKO,Middleweight,23-5-0 (W-L-D)
1606,DENIS KANG,Middleweight,32-12-1 (W-L-D)
1607,DANIEL KELLY,Middleweight,13-4-0 (W-L-D)
1608,TIM KENNEDY,Middleweight,18-6-0 (W-L-D)
1609,ALIASKHAB KHIZRIEV,Middleweight,14-0-0 (W-L-D)
1610,SINAE KIKUTA,Middleweight,0-0-0 (W-L-D)
1611,ROB KIMMONS,Middleweight,23-7-0 (W-L-D)
1612,MIKE KING,Middleweight,5-1-0 (W-L-D)
1613,ROMAN KOPYLOV,Middleweight,8-2-0 (W-L-D)
1614,MARIUSZ KSIAZKIEWICZ,Middleweight,0-1-0 (W-L-D)
1615,MICHAEL KUIPER,Middleweight,12-3-0 (W-L-D)
1616,RAMAZAN KURAMAGOMEDOV,Middleweight,1-0-0 (W-L-D)
1617,JASON LAMBERT,Middleweight,23-8-0 (W-L-D)
1618,ROBBIE LAWLER,Middleweight,29-15-0 (W-L-D)
1619,CUNG LE,Middleweight,9-3-0 (W-L-D)
1620,CHRIS LEBEN,Middleweight,22-11-0 (W-L-D)
1621,THALES LEITES,Middleweight,27-9-0 (W-L-D)
1622,JUSTIN LEVENS,Middleweight,7-2-0 (W-L-D)
1623,BEVON LEWIS,Middleweight,8-3-0 (W-L-D)
1624,CHRIS LIGOURI,Middleweight,2-2-0 (W-L-D)
1625,MATT LINDLAND,Middleweight,15-3-0 (W-L-D)
1626,LUCIO LINHARES,Middleweight,13-6-0 (W-L-D)
1627,DEAN LISTER,Middleweight,11-6-0 (W-L-D)
1628,JOHN LOBER,Middleweight,0-0-0 (W-L-D)
1629,SEAN LOEFFLER,Middleweight,25-5-0 (W-L-D)
1630,DAVID LOISEAU,Middleweight,18-10-0 (W-L-D)
1631,HECTOR LOMBARD,Middleweight,34-9-1 (W-L-D)
1632,NATE LOUGHRAN,Middleweight,0-0-0 (W-L-D)
1633,DALCHA LUNGIAMBULA,Middleweight,11-4-0 (W-L-D)
1634,TRAVIS LUTTER,Middleweight,12-5-0 (W-L-D)
1635,JASON MACDONALD,Middleweight,26-16-0 (W-L-D)
1636,LYOTO MACHIDA,Middleweight,24-8-0 (W-L-D)
1637,CAIO MAGALHAES,Middleweight,9-3-0 (W-L-D)
1638,ABUS MAGOMEDOV,Middleweight,0-0-0 (W-L-D)
1639,JACOB MALKOUN,Middleweight,6-1-0 (W-L-D)
1640,RONNY MARKES,Middleweight,14-3-0 (W-L-D)
1641,NATE MARQUARDT,Middleweight,38-19-2 (W-L-D)
1642,JULIAN MARQUEZ,Middleweight,9-2-0 (W-L-D)
1643,JACK MARSHMAN,Middleweight,23-10-0 (W-L-D)
1644,TERRY MARTIN,Middleweight,18-4-0 (W-L-D)
1645,MIKE MASSENZIO,Middleweight,13-7-0 (W-L-D)
1646,MICHAL MATERLA,Middleweight,0-0-0 (W-L-D)
1647,NICK MAXIMOV,Middleweight,8-0-0 (W-L-D)
1648,CHARLES MCCARTHY,Middleweight,10-5-0 (W-L-D)
1649,TAMDAN MCCRORY,Middleweight,14-5-0 (W-L-D)
1650,BUBBA MCDANIEL,Middleweight,21-8-0 (W-L-D)
1651,DREW MCFEDRIES,Middleweight,8-6-0 (W-L-D)
1652,TIM MCKENZIE,Middleweight,12-6-0 (W-L-D)
